strategy,magic,comment,symbol,entry_time,exit_time,direction,entry_price,exit_price,pnl_pips,pnl_usd,reason
STRAT2,100002,S2,EURUSD,2025-06-27 15:00:00,2025-06-30 18:00:00,BUY,1.171435,1.17556,39.74999999999934,39.04999999999934,TP
STRAT2,100002,S2,EURUSD,2025-06-30 22:00:00,2025-07-01 12:00:00,BUY,1.177595,1.1817199999999999,39.74999999999934,39.04999999999934,TP
STRAT2,100002,S2,EURUSD,2025-07-01 14:00:00,2025-07-01 17:00:00,BUY,1.181165,1.17759,-37.25000000000106,-37.95000000000106,SL
STRAT2,100002,S2,EURUSD,2025-07-02 02:00:00,2025-07-02 14:00:00,BUY,1.180295,1.1755999412339002,-48.4505876609988,-49.1505876609988,SL
STRAT2,100002,S2,EURUSD,2025-07-02 16:00:00,2025-07-04 13:00:00,BUY,1.175665,1.17773,19.149999999999835,18.449999999999836,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-07-04 20:00:00,2025-07-07 19:00:00,BUY,1.177475,1.1693263159040808,-82.98684095919289,-83.68684095919289,SL
STRAT2,100002,S2,EURUSD,2025-07-07 20:00:00,2025-07-09 04:00:00,BUY,1.169475,1.17199,23.65000000000045,22.95000000000045,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-07-09 10:00:00,2025-07-10 18:00:00,BUY,1.172615,1.16868,-40.850000000000215,-41.550000000000225,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-07-10 22:00:00,2025-07-14 06:00:00,BUY,1.169255,1.16806,-13.44999999999835,-14.149999999998352,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-07-14 11:00:00,2025-07-15 17:00:00,BUY,1.168595,1.1627953534204267,-59.49646579573325,-60.19646579573326,SL
STRAT2,100002,S2,EURUSD,2025-07-15 18:00:00,2025-07-16 18:00:00,BUY,1.161875,1.170931206400747,89.06206400747112,88.36206400747112,TP
STRAT2,100002,S2,EURUSD,2025-07-17 00:00:00,2025-07-17 14:00:00,BUY,1.1629850000000002,1.1572639059876029,-58.710940123972875,-59.41094012397288,SL
STRAT2,100002,S2,EURUSD,2025-07-18 02:00:00,2025-07-21 10:00:00,BUY,1.1617650000000002,1.1643,23.84999999999732,23.149999999997323,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-07-21 14:00:00,2025-07-22 18:00:00,BUY,1.164565,1.1733167917381355,86.0179173813545,85.31791738135449,TP
STRAT2,100002,S2,EURUSD,2025-07-22 21:00:00,2025-07-24 05:00:00,BUY,1.1746050000000001,1.17763,28.749999999998334,28.049999999998338,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-07-24 06:00:00,2025-07-25 14:00:00,BUY,1.177705,1.1717853630572597,-60.69636942740336,-61.39636942740337,SL
STRAT2,100002,S2,EURUSD,2025-07-28 07:00:00,2025-07-28 10:00:00,BUY,1.175665,1.17049099994056,-53.2400005944002,-53.94000059440021,SL
STRAT2,100002,S2,EURUSD,2025-07-28 13:00:00,2025-07-28 18:00:00,BUY,1.166705,1.1609149766418951,-59.400233581049676,-60.100233581049686,SL
STRAT2,100002,S2,EURUSD,2025-07-28 19:00:00,2025-07-29 09:00:00,BUY,1.160905,1.154740255300826,-63.147446991741624,-63.847446991741634,SL
STRAT2,100002,S2,EURUSD,2025-07-30 03:00:00,2025-07-30 15:00:00,BUY,1.155155,1.148632223057615,-66.7277694238501,-67.42776942385011,SL
STRAT2,100002,S2,EURUSD,2025-07-30 16:00:00,2025-07-30 23:00:00,BUY,1.147195,1.140300116619118,-70.44883380881956,-71.14883380881957,SL
STRAT2,100002,S2,EURUSD,2025-07-31 10:00:00,2025-08-01 15:00:00,BUY,1.1458650000000001,1.154871643988688,88.56643988687779,87.86643988687779,TP
STRAT1,100001,S1,EURUSD,2025-08-01 16:00:00,2025-08-05 00:00:00,BUY,1.154555,1.1568100000000001,21.05000000000118,20.35000000000118,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-08-01 23:00:00,2025-08-05 07:00:00,BUY,1.157095,1.1558,-14.450000000000461,-15.15000000000046,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-08-05 09:00:00,2025-08-06 17:00:00,BUY,1.154855,1.16269,76.85000000000036,76.15000000000036,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-08-07 02:00:00,2025-08-08 10:00:00,BUY,1.166345,1.16586,-6.350000000000687,-7.050000000000687,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-08-08 11:00:00,2025-08-11 17:00:00,BUY,1.1659650000000001,1.159170323586346,-69.44676413654166,-70.14676413654166,SL
STRAT2,100002,S2,EURUSD,2025-08-11 22:00:00,2025-08-12 18:00:00,BUY,1.161245,1.1690400485403287,76.45048540328641,75.7504854032864,TP
STRAT3,100003,S3,EURUSD,2025-08-12 21:45:00,2025-08-13 09:30:00,SELL,1.166485,1.16906,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-08-14 07:30:00,2025-08-14 10:15:00,BUY,1.170415,1.16784,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-08-14 13:15:00,2025-08-14 15:00:00,BUY,1.1684350000000001,1.168665,1.7999999999995246,1.7999999999995246,
STRAT2,100002,S2,EURUSD,2025-08-13 07:00:00,2025-08-14 15:00:00,BUY,1.168395,1.16632,-22.25000000000049,-22.95000000000049,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-08-14 18:00:00,2025-08-18 02:00:00,BUY,1.1661050000000002,1.17059,43.3499999999985,42.6499999999985,TIMEOUT
STRAT3,100003,S3,EURUSD,2025-08-18 12:00:00,2025-08-18 20:15:00,SELL,1.168055,1.166225,17.799999999999983,17.799999999999983,
STRAT2,100002,S2,EURUSD,2025-08-18 06:00:00,2025-08-19 14:00:00,BUY,1.170145,1.16851,-17.85000000000053,-18.55000000000053,TIMEOUT
STRAT3,100003,S3,EURUSD,2025-08-20 14:30:00,2025-08-20 16:15:00,BUY,1.164485,1.166165,16.299999999999038,16.299999999999038,
STRAT2,100002,S2,EURUSD,2025-08-20 03:00:00,2025-08-21 11:00:00,BUY,1.1641650000000001,1.1654200000000001,11.050000000000061,10.350000000000062,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-08-21 17:00:00,2025-08-22 17:00:00,BUY,1.162115,1.1692636973604214,69.9869736042134,69.2869736042134,TP
STRAT3,100003,S3,EURUSD,2025-08-20 17:15:00,2025-08-22 17:00:00,SELL,1.165505,1.16808,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-08-22 20:30:00,2025-08-25 08:00:00,SELL,1.173565,1.170195,33.19999999999873,33.19999999999873,
STRAT2,100002,S2,EURUSD,2025-08-22 18:00:00,2025-08-25 19:00:00,BUY,1.171845,1.1656254035295075,-63.695964704925274,-64.39596470492528,SL
STRAT3,100003,S3,EURUSD,2025-08-26 09:00:00,2025-08-26 13:30:00,SELL,1.163995,1.163925,0.1999999999979245,0.1999999999979245,
STRAT3,100003,S3,EURUSD,2025-08-26 14:00:00,2025-08-27 07:00:00,BUY,1.164525,1.16195,-26.24999999999994,-26.24999999999994,
STRAT2,100002,S2,EURUSD,2025-08-26 01:00:00,2025-08-27 09:00:00,BUY,1.161905,1.16202,-0.34999999999912745,-1.0499999999991276,TIMEOUT
STRAT2,100002,S2,EURUSD,2025-08-27 12:00:00,2025-08-28 13:00:00,BUY,1.158905,1.1660721517880843,70.17151788084247,69.47151788084247,TP
STRAT3,100003,S3,EURUSD,2025-08-28 17:00:00,2025-08-28 20:00:00,SELL,1.167095,1.16967,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-08-29 17:00:00,2025-08-29 17:30:00,SELL,1.166795,1.16937,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-08-29 20:45:00,2025-08-29 22:30:00,SELL,1.169895,1.169855,-0.10000000000182041,-0.10000000000182041,
STRAT2,100002,S2,EURUSD,2025-08-28 16:00:00,2025-09-01 00:00:00,BUY,1.1669850000000002,1.16865,15.149999999998055,14.449999999998058,TIMEOUT
STRAT3,100003,S3,EURUSD,2025-09-01 09:15:00,2025-09-01 12:15:00,BUY,1.1723350000000001,1.172325,-0.6000000000006551,-0.6000000000006551,
STRAT3,100003,S3,EURUSD,2025-09-02 09:00:00,2025-09-02 15:30:00,SELL,1.169325,1.161955,73.19999999999877,73.19999999999877,
STRAT3,100003,S3,EURUSD,2025-09-05 13:00:00,2025-09-05 15:00:00,BUY,1.168885,1.169845,9.100000000000719,9.100000000000719,
STRAT3,100003,S3,EURUSD,2025-09-05 17:15:00,2025-09-08 01:30:00,SELL,1.174375,1.1705050000000001,38.19999999999818,38.19999999999818,
STRAT3,100003,S3,EURUSD,2025-09-08 19:15:00,2025-09-09 17:30:00,BUY,1.174935,1.17236,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-09 19:45:00,2025-09-12 10:00:00,SELL,1.172165,1.17474,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-12 13:45:00,2025-09-12 15:30:00,BUY,1.173395,1.17082,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-15 10:15:00,2025-09-15 21:00:00,BUY,1.173505,1.1768349999999999,32.79999999999833,32.79999999999833,
STRAT3,100003,S3,EURUSD,2025-09-16 08:00:00,2025-09-16 19:15:00,BUY,1.177715,1.18564,78.74999999999959,78.74999999999959,
STRAT3,100003,S3,EURUSD,2025-09-17 20:00:00,2025-09-17 21:45:00,BUY,1.185345,1.18277,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-18 09:30:00,2025-09-18 11:30:00,BUY,1.178975,1.183025,39.99999999999887,39.99999999999887,
STRAT3,100003,S3,EURUSD,2025-09-18 12:45:00,2025-09-18 14:45:00,BUY,1.184655,1.18208,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-18 17:30:00,2025-09-18 23:30:00,BUY,1.1776950000000002,1.178305,5.599999999997774,5.599999999997774,
STRAT3,100003,S3,EURUSD,2025-09-22 12:30:00,2025-09-22 23:15:00,BUY,1.176485,1.179845,33.10000000000029,33.10000000000029,
STRAT3,100003,S3,EURUSD,2025-09-23 17:00:00,2025-09-24 11:00:00,BUY,1.180045,1.17747,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-25 11:15:00,2025-09-25 20:15:00,SELL,1.1737849999999999,1.16586,78.74999999999959,78.74999999999959,
STRAT3,100003,S3,EURUSD,2025-09-25 21:15:00,2025-09-26 04:00:00,SELL,1.164735,1.16731,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-26 10:30:00,2025-09-26 17:30:00,SELL,1.167565,1.17014,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-09-29 12:30:00,2025-10-01 09:45:00,BUY,1.1725050000000001,1.176745,41.899999999997995,41.899999999997995,
STRAT3,100003,S3,EURUSD,2025-10-01 13:15:00,2025-10-01 15:15:00,SELL,1.172965,1.17554,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-01 19:30:00,2025-10-02 10:00:00,SELL,1.1721549999999998,1.1747299999999998,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-02 12:30:00,2025-10-03 22:45:00,SELL,1.175475,1.174135,12.900000000001189,12.900000000001189,
STRAT3,100003,S3,EURUSD,2025-10-06 08:15:00,2025-10-06 09:45:00,BUY,1.171835,1.16926,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-07 12:30:00,2025-10-08 04:00:00,BUY,1.166475,1.1639,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-08 10:30:00,2025-10-08 22:45:00,BUY,1.161745,1.162765,9.700000000000209,9.700000000000209,
STRAT3,100003,S3,EURUSD,2025-10-09 10:00:00,2025-10-10 14:15:00,SELL,1.161465,1.156875,45.39999999999872,45.39999999999872,
STRAT3,100003,S3,EURUSD,2025-10-10 14:45:00,2025-10-10 15:00:00,BUY,1.156775,1.157085,2.5999999999981043,2.5999999999981043,
STRAT3,100003,S3,EURUSD,2025-10-10 15:30:00,2025-10-10 18:00:00,SELL,1.157355,1.15993,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-10 21:00:00,2025-10-10 23:45:00,SELL,1.160045,1.16262,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-15 09:15:00,2025-10-16 03:15:00,SELL,1.1627049999999999,1.1652799999999999,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-16 15:45:00,2025-10-17 20:30:00,BUY,1.165295,1.167325,19.799999999999763,19.799999999999763,
STRAT3,100003,S3,EURUSD,2025-10-17 22:00:00,2025-10-20 20:30:00,BUY,1.166905,1.16433,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-23 17:30:00,2025-10-24 04:15:00,SELL,1.161225,1.161265,-0.9000000000004,-0.9000000000004,
STRAT3,100003,S3,EURUSD,2025-10-24 09:30:00,2025-10-24 15:30:00,SELL,1.1607049999999999,1.1632799999999999,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-29 18:45:00,2025-10-29 20:00:00,BUY,1.1660650000000001,1.1634900000000001,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-10-31 19:30:00,2025-11-03 22:45:00,SELL,1.152475,1.152015,4.099999999999049,4.099999999999049,
STRAT3,100003,S3,EURUSD,2025-11-07 10:15:00,2025-11-10 02:45:00,BUY,1.153935,1.1553849999999999,13.999999999999513,13.999999999999513,
STRAT3,100003,S3,EURUSD,2025-11-11 10:15:00,2025-11-12 10:30:00,BUY,1.156035,1.158245,21.600000000000453,21.600000000000453,
STRAT3,100003,S3,EURUSD,2025-11-14 09:15:00,2025-11-14 12:00:00,BUY,1.164325,1.16175,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-11-17 07:30:00,2025-11-17 10:30:00,SELL,1.160205,1.160265,-1.1000000000017103,-1.1000000000017103,
STRAT3,100003,S3,EURUSD,2025-11-18 14:00:00,2025-11-20 15:30:00,SELL,1.158375,1.15045,78.74999999999959,78.74999999999959,
STRAT3,100003,S3,EURUSD,2025-11-20 21:00:00,2025-11-21 10:15:00,BUY,1.1536950000000001,1.154935,11.899999999999078,11.899999999999078,
STRAT3,100003,S3,EURUSD,2025-11-21 12:15:00,2025-11-24 12:45:00,SELL,1.1516549999999999,1.1542299999999999,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-11-25 07:45:00,2025-11-25 12:00:00,SELL,1.151435,1.15401,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-11-25 16:45:00,2025-11-26 05:30:00,SELL,1.156595,1.15917,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-12-05 11:15:00,2025-12-08 01:15:00,SELL,1.1651449999999999,1.164355,7.399999999998464,7.399999999998464,
STRAT3,100003,S3,EURUSD,2025-12-10 15:45:00,2025-12-10 19:45:00,SELL,1.163455,1.16603,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-12-11 09:15:00,2025-12-11 14:45:00,BUY,1.169245,1.1715849999999999,22.899999999997867,22.899999999997867,
STRAT3,100003,S3,EURUSD,2025-12-11 15:15:00,2025-12-11 16:00:00,SELL,1.171445,1.17402,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-12-12 12:45:00,2025-12-12 18:30:00,BUY,1.1726050000000001,1.172725,0.6999999999989797,0.6999999999989797,
STRAT3,100003,S3,EURUSD,2025-12-12 22:00:00,2025-12-15 07:00:00,SELL,1.1739549999999999,1.173475,4.299999999998139,4.299999999998139,
STRAT3,100003,S3,EURUSD,2025-12-15 21:45:00,2025-12-16 14:15:00,SELL,1.174445,1.17702,-26.24999999999994,-26.24999999999994,
STRAT3,100003,S3,EURUSD,2025-12-16 18:45:00,2025-12-17 07:30:00,SELL,1.176655,1.172825,37.8,37.8,
STRAT3,100003,S3,EURUSD,2025-12-17 09:00:00,2025-12-19 05:15:00,BUY,1.171055,1.172185,10.800000000000754,10.800000000000754,
